PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,WorkLifeBalanceLabel,,,,,,,,,,,,,,
PR2712,E681-7B57,24/12/2018,3,4,4,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR2967,A105-470B,1/4/2019,3,4,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3151,19C3-DAE4,10/6/2019,3,4,2,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3193,D676-4ECC,30/06/2019,3,4,5,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR3371,EB81-3E51,26/09/2019,3,4,5,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR3395,8365-EB74,9/10/2019,3,4,2,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR3476,4DA0-81D7,18/11/2019,3,4,5,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR3507,BD70-7DAE,3/12/2019,3,4,2,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3589,38EB-ADBD,9/1/2020,3,4,1,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3672,B122-D3D2,4/2/2020,3,4,4,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR3782,7C80-94E0,13/03/2020,3,4,4,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR3791,B44E-8AEE,16/03/2020,3,4,5,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR3842,6653-BD41,3/4/2020,3,4,3,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR3952,4657-FE18,8/5/2020,3,4,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR3966,1F0F-458C,13/05/2020,3,4,4,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR411,3012-1A41,31/10/2014,3,4,2,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR415,EC6E-7F42,6/11/2014,3,4,5,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR4185,6EEF-5B17,2/8/2020,3,4,5,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR4209,682D-8FD8,12/8/2020,3,4,5,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR4278,BB09-BF7F,11/9/2020,3,4,3,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR4364,CEE0-94C3,24/10/2020,3,4,2,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR4692,E348-E12B,21/02/2021,3,4,4,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR5095,342B-0932,27/06/2021,3,4,4,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR5182,9DB2-76B3,24/07/2021,3,4,5,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR5216,6731-1425,7/8/2021,3,4,4,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR5308,5A78-0F17,12/9/2021,3,4,5,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR5545,10CE-8403,20/12/2021,3,4,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR5709,151D-1FF2,4/2/2022,3,4,5,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR5713,5AD2-3B02,5/2/2022,3,4,5,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR5773,00D4-DD53,27/02/2022,3,4,5,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR5867,0846-2064,23/03/2022,3,4,4,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR5942,7CFC-C4DA,13/04/2022,3,4,5,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR6017,FE2B-3DC7,4/5/2022,3,4,3,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR6098,4938-402A,26/05/2022,3,4,2,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR6116,F523-1135,31/05/2022,3,4,5,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR619,FD3F-5255,20/04/2015,3,4,5,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR6233,A2B5-823F,9/7/2022,3,4,5,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR6248,29F6-C6CA,12/7/2022,3,4,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR638,380E-44B4,1/5/2015,3,4,2,2,0,3,4,3,Good,,,,,,,,,,,,,,
PR6437,DF7E-3233,24/09/2022,3,4,4,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR6521,B341-8D6A,25/10/2022,3,4,5,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR6656,08FC-817E,14/12/2022,3,4,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR6679,0B49-32CD,22/12/2022,3,4,4,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR736,9DB2-76B3,26/07/2015,3,4,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR1001,D077-169C,17/03/2016,3,5,3,2,2,3,5,5,Good,,,,,,,,,,,,,,
PR105,EE91-1A9C,15/04/2013,3,5,2,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR1234,37EE-004B,17/08/2016,3,5,4,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR1245,134B-4157,1/9/2016,3,5,4,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR1292,7F91-C628,26/10/2016,3,5,3,2,2,3,4,4,Good,,,,,,,,,,,,,,
PR1310,BFF3-AADC,9/11/2016,3,5,4,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR1341,A923-9EF6,5/12/2016,3,5,4,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR1442,041A-31B0,29/01/2017,3,5,5,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR1444,EEFC-DEC7,30/01/2017,3,5,4,3,1,3,5,4,Good,,,,,,,,,,,,,,
PR1574,07B2-D67A,2/4/2017,3,5,3,1,3,3,4,4,Good,,,,,,,,,,,,,,
PR1578,0D8F-C0F3,5/4/2017,3,5,3,1,3,3,5,4,Good,,,,,,,,,,,,,,
PR161,F72D-261D,10/1/2014,3,5,4,1,2,3,4,3,Good,,,,,,,,,,,,,,
PR162,774E-685D,11/1/2014,3,5,5,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR1646,11AE-3E4D,5/5/2017,3,5,4,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR1663,C9FF-3A25,13/05/2017,3,5,5,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR1702,6313-8E62,31/05/2017,3,5,5,2,3,3,4,3,Good,,,,,,,,,,,,,,
PR1705,B3AF-7E58,1/6/2017,3,5,5,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR1773,5293-AC5C,14/07/2017,3,5,5,1,2,3,3,3,Good,,,,,,,,,,,,,,
PR1804,7A8C-2DD3,1/8/2017,3,5,4,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR1807,55D6-1423,4/8/2017,3,5,5,3,3,3,4,4,Good,,,,,,,,,,,,,,
PR1868,B990-35DA,29/09/2017,3,5,5,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR2154,C57E-6E4F,3/3/2018,3,5,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR225,596B-33F4,28/02/2014,3,5,4,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR2276,E503-C500,22/04/2018,3,5,5,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR2315,E28D-424B,10/5/2018,3,5,3,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR2317,A848-F98B,11/5/2018,3,5,4,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR2319,41FE-D257,12/5/2018,3,5,4,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR2377,6CAD-47F0,6/6/2018,3,5,2,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR2380,F60C-4888,8/6/2018,3,5,2,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR2416,6A0D-9C4D,30/06/2018,3,5,4,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR244,73CF-4956,8/3/2014,3,5,4,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR2560,7F61-2397,26/09/2018,3,5,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR2580,0FE8-B881,4/10/2018,3,5,2,1,3,3,3,2,Good,,,,,,,,,,,,,,
PR2623,0240-4D29,2/11/2018,3,5,5,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR2639,BFF3-AADC,9/11/2018,3,5,5,1,3,3,3,2,Good,,,,,,,,,,,,,,
PR2650,C395-8C36,17/11/2018,3,5,3,3,0,3,4,3,Good,,,,,,,,,,,,,,
PR2666,6A2B-42DB,25/11/2018,3,5,2,1,2,3,4,3,Good,,,,,,,,,,,,,,
PR2728,79F3-8AA5,31/12/2018,3,5,4,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR2768,32AE-C02F,17/01/2019,3,5,3,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR2797,B303-8962,28/01/2019,3,5,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR2838,279C-7342,12/2/2019,3,5,4,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR2839,83FD-F920,12/2/2019,3,5,5,1,3,3,4,4,Good,,,,,,,,,,,,,,
PR2862,5B08-EF96,22/02/2019,3,5,2,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR2899,8567-5B27,6/3/2019,3,5,4,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR2912,0C23-26DD,9/3/2019,3,5,4,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR2965,86E2-73D1,31/03/2019,3,5,4,3,2,3,4,3,Good,,,,,,,,,,,,,,
PR297,4188-C61D,23/04/2014,3,5,3,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR2971,2D85-ABDD,2/4/2019,3,5,5,3,3,3,4,4,Good,,,,,,,,,,,,,,
PR2994,C5C2-985F,13/04/2019,3,5,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR3045,380E-44B4,30/04/2019,3,5,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR3056,ED5D-E9D8,4/5/2019,3,5,2,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR3194,74F3-DF3D,30/06/2019,3,5,4,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR3203,A7F8-24EA,4/7/2019,3,5,5,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR3451,67ED-A630,6/11/2019,3,5,3,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR347,D91C-815B,27/05/2014,3,5,2,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR3508,DDAC-D5FD,3/12/2019,3,5,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR3546,63E9-F74A,24/12/2019,3,5,5,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR3578,C0A1-EB7D,4/1/2020,3,5,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3604,FF14-A43E,14/01/2020,3,5,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR3619,EB8F-204D,18/01/2020,3,5,5,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR3657,0B19-EFB2,1/2/2020,3,5,3,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR368,D906-B674,18/07/2014,3,5,5,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR3696,0CF8-1EBD,13/02/2020,3,5,2,3,3,3,3,3,Good,,,,,,,,,,,,,,
PR3769,4B6E-3C21,8/3/2020,3,5,3,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR3832,C520-6F2B,30/03/2020,3,5,3,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR3866,A531-8159,11/4/2020,3,5,2,1,3,3,3,2,Good,,,,,,,,,,,,,,
PR3925,D49C-096C,29/04/2020,3,5,4,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR3935,565B-C207,2/5/2020,3,5,4,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR4091,2B7A-9C73,28/06/2020,3,5,3,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR4183,4C99-E626,31/07/2020,3,5,4,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR4186,CE90-763C,2/8/2020,3,5,5,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR4218,B24C-18BF,14/08/2020,3,5,2,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR424,DDAC-D5FD,4/12/2014,3,5,4,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR4314,E62F-4FF7,28/09/2020,3,5,5,2,2,3,4,3,Good,,,,,,,,,,,,,,
PR4356,21CB-EF3E,21/10/2020,3,5,3,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR4360,A76C-AEB3,23/10/2020,3,5,3,2,2,3,5,4,Good,,,,,,,,,,,,,,
PR4415,A696-1216,12/11/2020,3,5,2,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR4463,4A39-E8E6,4/12/2020,3,5,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR4494,A2FB-2D5D,21/12/2020,3,5,3,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR4515,03EF-5904,28/12/2020,3,5,4,1,0,3,4,3,Good,,,,,,,,,,,,,,
PR4556,7805-8A7C,8/1/2021,3,5,5,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR4561,7839-CA12,10/1/2021,3,5,4,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR4585,6BAB-8D77,16/01/2021,3,5,5,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR4679,5021-95FC,16/02/2021,3,5,3,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR4688,F968-671C,20/02/2021,3,5,5,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR4811,9412-7AA6,27/03/2021,3,5,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR4893,49B2-0364,22/04/2021,3,5,3,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR490,8CF6-3079,3/2/2015,3,5,3,2,2,3,3,2,Good,,,,,,,,,,,,,,
PR4921,2F04-931F,29/04/2021,3,5,4,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR4927,1472-9F69,1/5/2021,3,5,3,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR4955,1C87-44CB,11/5/2021,3,5,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR4983,A2D0-E2D2,18/05/2021,3,5,5,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR4994,BD1B-53A3,22/05/2021,3,5,4,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR5007,D91C-815B,25/05/2021,3,5,4,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR5015,C08F-94F9,28/05/2021,3,5,4,2,1,3,4,3,Good,,,,,,,,,,,,,,
PR5087,4CCA-B1E6,25/06/2021,3,5,2,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR5107,5E9A-FE30,30/06/2021,3,5,5,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR5150,2A20-28CD,14/07/2021,3,5,4,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR5264,1D87-3372,23/08/2021,3,5,2,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR538,EACC-D1F6,3/3/2015,3,5,2,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR5449,8DB6-5FC6,8/11/2021,3,5,4,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR5514,B98B-4689,7/12/2021,3,5,5,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR5733,6828-1F30,12/2/2022,3,5,2,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR577,5160-53BD,25/03/2015,3,5,5,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR5808,ACD5-5FA2,5/3/2022,3,5,3,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR5823,A161-29FC,9/3/2022,3,5,2,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR5931,489B-14EC,10/4/2022,3,5,2,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR6023,E8B6-8BAE,6/5/2022,3,5,3,1,3,3,5,4,Good,,,,,,,,,,,,,,
PR6055,2BCE-F73C,15/05/2022,3,5,4,1,0,3,5,4,Good,,,,,,,,,,,,,,
PR6066,BE54-8537,18/05/2022,3,5,5,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR6071,72A2-1105,19/05/2022,3,5,3,2,3,3,5,4,Good,,,,,,,,,,,,,,
PR6166,90C4-1053,17/06/2022,3,5,4,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR6271,D5B3-425C,19/07/2022,3,5,4,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR639,327B-F6D3,2/5/2015,3,5,4,2,2,3,5,4,Good,,,,,,,,,,,,,,
PR643,D31B-BEF8,4/5/2015,3,5,5,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR6443,469A-8121,26/09/2022,3,5,4,2,2,3,5,5,Good,,,,,,,,,,,,,,
PR645,ADF8-AD57,5/5/2015,3,5,4,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR648,11AE-3E4D,6/5/2015,3,5,5,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR6543,3A96-07A5,3/11/2022,3,5,4,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR6562,8291-DE04,8/11/2022,3,5,5,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR6644,CF8D-7379,10/12/2022,3,5,5,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR6687,61CC-2C1D,23/12/2022,3,5,2,1,3,3,4,3,Good,,,,,,,,,,,,,,
PR6694,DCA7-D382,26/12/2022,3,5,4,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR69,CC2F-670E,4/3/2013,3,5,2,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR730,D906-B674,18/07/2015,3,5,2,3,2,3,4,4,Good,,,,,,,,,,,,,,
PR740,D69C-8F84,29/07/2015,3,5,4,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR76,D954-6402,8/3/2013,3,5,5,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR770,EB81-3E51,27/09/2015,3,5,5,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR78,4B6E-3C21,10/3/2013,3,5,4,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR813,6A2B-42DB,26/11/2015,3,5,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR847,ACA9-5DC2,31/12/2015,3,5,4,2,0,3,3,2,Good,,,,,,,,,,,,,,
PR879,6DEB-F440,17/01/2016,3,5,2,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR889,45D2-369E,22/01/2016,3,5,3,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR901,E4F4-11B9,29/01/2016,3,5,3,2,0,3,4,4,Good,,,,,,,,,,,,,,
PR957,E7A6-33A3,28/02/2016,3,5,4,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR983,E3B6-49F8,7/3/2016,3,5,5,3,3,3,3,2,Good,,,,,,,,,,,,,,
PR996,7C80-94E0,14/03/2016,3,5,4,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR1020,00E4-3D60,29/03/2016,3,3,5,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR1044,52CC-3E9E,12/4/2016,3,3,4,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR1142,6313-8E62,31/05/2016,3,3,4,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR1199,D906-B674,17/07/2016,3,3,3,2,1,3,5,4,Good,,,,,,,,,,,,,,
PR1257,A71E-A9DC,16/09/2016,3,3,5,3,3,3,3,2,Good,,,,,,,,,,,,,,
PR1281,AA19-95BD,17/10/2016,3,3,2,1,1,3,3,2,Good,,,,,,,,,,,,,,
PR1296,6280-B47F,31/10/2016,3,3,3,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR138,C9FF-3A25,14/05/2013,3,3,2,3,2,3,4,3,Good,,,,,,,,,,,,,,
PR1409,CBB3-0D7E,15/01/2017,3,3,4,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR1440,B303-8962,28/01/2017,3,3,5,2,2,3,4,3,Good,,,,,,,,,,,,,,
PR1479,97F4-0B14,15/02/2017,3,3,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR1500,1914-B934,26/02/2017,3,3,3,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR1537,2551-DD9B,13/03/2017,3,3,1,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR1749,6A0D-9C4D,30/06/2017,3,3,4,3,3,3,4,3,Good,,,,,,,,,,,,,,
PR1751,4C88-27A1,1/7/2017,3,3,2,3,1,3,3,2,Good,,,,,,,,,,,,,,
PR191,7279-6591,31/01/2014,3,3,3,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR1969,D39D-4015,5/12/2017,3,3,2,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR1971,E927-46D7,6/12/2017,3,3,5,3,2,3,5,5,Good,,,,,,,,,,,,,,
PR2043,32AE-C02F,17/01/2018,3,3,4,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR2054,45D2-369E,21/01/2018,3,3,2,2,1,3,3,2,Good,,,,,,,,,,,,,,
PR2079,E099-3FCC,1/2/2018,3,3,2,1,2,3,5,4,Good,,,,,,,,,,,,,,
PR224,1914-B934,27/02/2014,3,3,2,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR2257,7A98-768E,16/04/2018,3,3,5,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR2333,2523-EFD4,18/05/2018,3,3,3,2,0,3,5,4,Good,,,,,,,,,,,,,,
PR2371,91C6-564B,1/6/2018,3,3,3,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR2585,F401-1B75,9/10/2018,3,3,4,2,1,3,5,4,Good,,,,,,,,,,,,,,
PR2649,4565-62DE,15/11/2018,3,3,2,2,3,3,3,3,Good,,,,,,,,,,,,,,
PR2737,541F-3E19,3/1/2019,3,3,2,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR2800,257B-8130,29/01/2019,3,3,2,1,0,3,3,2,Good,,,,,,,,,,,,,,
PR2803,2E7B-43F0,30/01/2019,3,3,3,1,2,3,4,4,Good,,,,,,,,,,,,,,
PR2834,B407-ABCA,10/2/2019,3,3,3,3,2,3,3,3,Good,,,,,,,,,,,,,,
PR2855,2219-56CA,20/02/2019,3,3,2,3,0,3,4,4,Good,,,,,,,,,,,,,,
PR2888,ABB5-0B95,2/3/2019,3,3,5,2,2,3,4,3,Good,,,,,,,,,,,,,,
PR2892,0322-D46B,3/3/2019,3,3,2,3,0,3,5,5,Good,,,,,,,,,,,,,,
PR2933,DA8E-9496,18/03/2019,3,3,3,3,1,3,4,3,Good,,,,,,,,,,,,,,
PR2978,3B11-DF28,5/4/2019,3,3,3,2,2,3,3,3,Good,,,,,,,,,,,,,,
PR2989,1A7C-19DB,11/4/2019,3,3,3,2,1,3,5,5,Good,,,,,,,,,,,,,,
PR3025,A11D-324A,23/04/2019,3,3,2,2,0,3,3,3,Good,,,,,,,,,,,,,,
PR3035,1AC8-361F,28/04/2019,3,3,3,2,0,3,5,5,Good,,,,,,,,,,,,,,
PR3044,2F04-931F,30/04/2019,3,3,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR3070,E28D-424B,10/5/2019,3,3,2,1,1,3,5,5,Good,,,,,,,,,,,,,,
PR3092,2523-EFD4,18/05/2019,3,3,2,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR3154,DFDC-286C,13/06/2019,3,3,4,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3204,2F85-AF81,5/7/2019,3,3,3,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR3313,79C5-FE9D,19/08/2019,3,3,3,3,0,3,5,4,Good,,,,,,,,,,,,,,
PR3325,4FD5-CC71,27/08/2019,3,3,3,3,2,3,5,4,Good,,,,,,,,,,,,,,
PR3384,B102-5713,1/10/2019,3,3,3,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR3452,CC7A-EE97,6/11/2019,3,3,2,2,1,3,4,4,Good,,,,,,,,,,,,,,
PR3463,4FC2-A40D,10/11/2019,3,3,2,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR3500,C54B-DBC5,29/11/2019,3,3,2,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3530,8E5B-CBBF,18/12/2019,3,3,2,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR3571,C2DD-9D37,2/1/2020,3,3,5,3,0,3,3,3,Good,,,,,,,,,,,,,,
PR3590,D106-E487,9/1/2020,3,3,1,3,0,3,3,2,Good,,,,,,,,,,,,,,
PR3654,1180-BEC9,31/01/2020,3,3,2,2,2,3,4,4,Good,,,,,,,,,,,,,,
PR3659,D7EE-56FC,2/2/2020,3,3,5,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR3765,73CF-4956,6/3/2020,3,3,3,3,2,3,3,2,Good,,,,,,,,,,,,,,
PR3793,DA8E-9496,17/03/2020,3,3,3,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR3879,96F4-896C,15/04/2020,3,3,5,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR3895,F9C6-39E2,20/04/2020,3,3,5,1,3,3,3,3,Good,,,,,,,,,,,,,,
PR3920,05CD-292D,27/04/2020,3,3,5,2,3,3,3,3,Good,,,,,,,,,,,,,,
PR3975,9F65-F612,15/05/2020,3,3,4,3,3,3,5,4,Good,,,,,,,,,,,,,,
PR3990,5988-3855,20/05/2020,3,3,3,1,0,3,5,5,Good,,,,,,,,,,,,,,
PR4095,D676-4ECC,29/06/2020,3,3,2,2,2,3,5,5,Good,,,,,,,,,,,,,,
PR4138,2A20-28CD,14/07/2020,3,3,5,1,1,3,4,3,Good,,,,,,,,,,,,,,
PR4142,DFA2-1B8F,16/07/2020,3,3,4,3,1,3,3,3,Good,,,,,,,,,,,,,,
PR4172,7AA0-5766,26/07/2020,3,3,4,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR4174,F3A3-10CE,27/07/2020,3,3,3,1,1,3,5,4,Good,,,,,,,,,,,,,,
PR4270,0DC1-7EE4,7/9/2020,3,3,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR4272,9F02-0D39,8/9/2020,3,3,2,3,1,3,4,4,Good,,,,,,,,,,,,,,
PR4277,8F78-4A32,11/9/2020,3,3,2,1,2,3,5,4,Good,,,,,,,,,,,,,,
PR428,63BF-A86A,10/12/2014,3,3,2,2,3,3,3,2,Good,,,,,,,,,,,,,,
PR4291,CECC-60FF,18/09/2020,3,3,3,1,0,3,3,3,Good,,,,,,,,,,,,,,
PR4329,EC6A-DD76,8/10/2020,3,3,5,3,1,3,5,5,Good,,,,,,,,,,,,,,
PR4359,A6AA-56AE,22/10/2020,3,3,2,2,1,3,3,3,Good,,,,,,,,,,,,,,
PR4437,1749-81A2,22/11/2020,3,3,3,1,0,3,4,4,Good,,,,,,,,,,,,,,
PR4438,C22D-CE5F,23/11/2020,3,3,5,3,3,3,5,5,Good,,,,,,,,,,,,,,
PR4492,13E5-8466,19/12/2020,3,3,3,3,2,3,4,3,Good,,,,,,,,,,,,,,
PR452,774E-685D,11/1/2015,3,3,2,1,1,3,3,3,Good,,,,,,,,,,,,,,
PR4544,66D5-3142,5/1/2021,3,3,3,1,1,3,4,4,Good,,,,,,,,,,,,,,
PR4550,79E4-6632,7/1/2021,3,3,3,1,2,3,3,2,Good,,,,,,,,,,,,,,
PR4566,D045-B6CA,12/1/2021,3,3,4,2,1,3,5,4,Good,,,,,,,,,,,,,,
